Ingredient,Matched_GSRS_Name,UNII,Substance_Class,GSRS_Status,Query_Used,Match_Type,All_Classes,Formula,SMILES
LONAFARNIB,LONAFARNIB,IOW153004F,chemical,approved,LONAFARNIB,exact_full,chemical,C27H31Br2ClN4O2,C1Cc2cc(cnc2[C@H](C3CCN(CC3)C(=O)CC4CCN(CC4)C(=O)N)c5c1cc(cc5Br)Cl)Br
LOPERAMIDE HYDROCHLORIDE,LOPERAMIDE HYDROCHLORIDE,77TI35393C,chemical,approved,LOPERAMIDE HYDROCHLORIDE,exact_full,chemical,C29H33ClN2O2.ClH,CN(C)C(=O)C(CCN1CCC(CC1)(c2ccc(cc2)Cl)O)(c3ccccc3)c4ccccc4.Cl
LOPERAMIDE HYDROCHLORIDE; SIMETHICONE,LOPERAMIDE HYDROCHLORIDE | Silicon dioxide,77TI35393C | ETJ7Z6XBU4,chemical,approved | approved,LOPERAMIDE HYDROCHLORIDE; SIMETHICONE,"combination(exact_full,exact_full)",chemical,,
LOPINAVIR; RITONAVIR,LOPINAVIR | Ritonavir,2494G1JF75 | O3J8G9O825,chemical,approved | approved,LOPINAVIR; RITONAVIR,"combination(exact_full,exact_full)",chemical,,
LORATADINE,LORATADINE,7AJO3BO7QN,chemical,approved,LORATADINE,exact_full,chemical,C22H23ClN2O2,CCOC(=O)N1CCC(=C2c3ccc(cc3CCc4cccnc42)Cl)CC1
LORATADINE; PSEUDOEPHEDRINE SULFATE,LORATADINE | PSEUDOEPHEDRINE SULFATE,7AJO3BO7QN | Y9DL7QPE6B,chemical,approved | approved,LORATADINE; PSEUDOEPHEDRINE SULFATE,"combination(exact_full,exact_full)",chemical,,
LORAZEPAM,Lorazepam,O26FZP769L,chemical,approved,LORAZEPAM,exact_full,chemical,C15H10Cl2N2O2,c1ccc(c(c1)C2=NC(C(=O)Nc3ccc(cc32)Cl)O)Cl
LORLATINIB,LORLATINIB,OSP71S83EU,chemical,approved,LORLATINIB,exact_full,chemical,C21H19FN6O2,C[C@@H]1c2cc(ccc2C(=O)N(C)Cc3c(-c4cc(c(N)nc4)O1)c(C#N)n(C)n3)F
LOSARTAN POTASSIUM,Losartan potassium,3ST302B24A,chemical,approved,LOSARTAN POTASSIUM,exact_full,chemical,C22H22ClN6O.K,CCCCc1nc(c(CO)n1Cc2ccc(cc2)-c3ccccc3-c4[n-]nnn4)Cl.[K+]
LOTEPREDNOL ETABONATE,Loteprednol Etabonate,YEH1EZ96K6,chemical,approved,LOTEPREDNOL ETABONATE,exact_full,chemical,C24H31ClO7,CCOC(=O)O[C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)C=C[C@]4(C)[C@@]3([H])[C@H](C[C@@]21C)O)C(=O)OCCl
LOTEPREDNOL ETABONATE; TOBRAMYCIN,Loteprednol Etabonate | Tobramycin,YEH1EZ96K6 | VZ8RRZ51VK,chemical,approved | approved,LOTEPREDNOL ETABONATE; TOBRAMYCIN,"combination(exact_full,exact_full)",chemical,,
LOTILANER,LOTILANER,HEH4938D7K,chemical,approved,LOTILANER,exact_full,chemical,C20H14Cl3F6N3O3S,Cc1cc(C2=NO[C@@](C2)(c3cc(c(c(c3)Cl)Cl)Cl)C(F)(F)F)sc1C(=O)NCC(=O)NCC(F)(F)F
LOVASTATIN,Lovastatin,9LHU78OQFD,chemical,approved,LOVASTATIN,exact_full,chemical,C24H36O5,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@H](CC(=O)O3)O)[C@]21[H]
LOXAPINE,LOXAPINE,LER583670J,chemical,approved,LOXAPINE,exact_full,chemical,C18H18ClN3O,CN1CCN(CC1)C2=Nc3ccccc3Oc4ccc(cc42)Cl
LOXAPINE SUCCINATE,Loxapine Succinate,X59SG0MRYU,chemical,approved,LOXAPINE SUCCINATE,exact_full,chemical,C18H18ClN3O.C4H6O4,CN1CCN(CC1)C2=Nc3ccccc3Oc4ccc(cc42)Cl.C(CC(=O)O)C(=O)O
LUBIPROSTONE,Lubiprostone,7662KG2R6K,chemical,approved,LUBIPROSTONE,exact_full,chemical,C20H32F2O5,CCCCC([C@]1(CC[C@]2([H])[C@@H](CCCCCCC(=O)O)C(=O)C[C@@]2([H])O1)O)(F)F
LULICONAZOLE,LULICONAZOLE,RE91AN4S8G,chemical,approved,LULICONAZOLE,exact_full,chemical,C14H9Cl2N3S2,c1cc(c(cc1Cl)Cl)[C@@H]2CS/C(=C(/C#N)\n3ccnc3)/S2
LUMASIRAN SODIUM,LUMASIRAN SODIUM,67P6XH37HD,nucleicAcid,approved,LUMASIRAN SODIUM,exact_full,nucleicAcid,,
LUMATEPERONE TOSYLATE,Lumateperone Tosylate,JIE88N006O,chemical,approved,LUMATEPERONE TOSYLATE,exact_full,chemical,C24H28FN3O.C7H8O3S,CN1CCN2[C@@]3([H])CCN(CCCC(=O)c4ccc(cc4)F)C[C@@]3([H])c5cccc1c52.Cc1ccc(cc1)S(=O)(=O)O
LURASIDONE HYDROCHLORIDE,Lurasidone Hydrochloride,O0P4I5851I,chemical,approved,LURASIDONE HYDROCHLORIDE,exact_full,chemical,C28H36N4O2S.ClH,C1CC[C@@H](CN2C(=O)[C@]3([H])[C@H]4CC[C@H](C4)[C@]3([H])C2=O)[C@@H](C1)CN5CCN(CC5)c6c7ccccc7sn6.Cl
LURBINECTEDIN,Lurbinectedin,2CN60TN6ZS,chemical,approved,LURBINECTEDIN,exact_full,chemical,C41H44N4O10S,Cc1cc2C[C@H]3[C@@H](N4[C@H]5COC(=O)[C@@]6(CS[C@H](c7c5c8c(c(C)c7OC(=O)C)OCO8)[C@@]4([H])[C@@H](c2c(c1OC)O)N3C)c9c(CCN6)c%10cc(ccc%10[nH]9)OC)O
LUSUTROMBOPAG,LUSUTROMBOPAG,6LL5JFU42F,chemical,approved,LUSUTROMBOPAG,exact_full,chemical,C29H32Cl2N2O5S,CCCCCCO[C@@H](C)c1cccc(-c2csc(n2)NC(=O)c3cc(c(/C=C(\C)/C(=O)O)c(c3)Cl)Cl)c1OC
LUTETIUM LU 177 DOTATATE,LUTETIUM OXODOTREOTIDE LU-177,AE221IM3BB,chemical,approved,LUTETIUM LU 177 DOTATATE,exact_full,chemical,C65H87N14O19S2.Lu,C[C@H]([C@H]1C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@@H](Cc2ccc(cc2)O)C(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)N[C@@H](CCCCN)C(=O)N1)NC(=O)[C@@H](Cc5ccccc5)NC(=O)CN6CCN(CCN(CCN(CC6)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])C(=O)N[C@@H]([C@@H](C)O)C(=O)O)O.[177Lu+3]
LUTETIUM LU-177 VIPIVOTIDE TETRAXETAN,LUTETIUM LU-177 VIPIVOTIDE TETRAXETAN,G6UF363ECX,chemical,approved,LUTETIUM LU-177 VIPIVOTIDE TETRAXETAN,exact_full,chemical,C49H68N9O16.Lu,c1ccc2cc(ccc2c1)C[C@@H](C(=O)NCCCC[C@@H](C(=O)O)NC(=O)N[C@@H](CCC(=O)O)C(=O)O)NC(=O)[C@H]3CC[C@@H](CC3)CNC(=O)CN4CCN(CCN(CCN(CC4)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[177Lu+3]
MACITENTAN,Macitentan,Z9K9Y9WMVL,chemical,approved,MACITENTAN,exact_full,chemical,C19H20Br2N6O4S,CCCNS(=O)(=O)Nc1c(-c2ccc(cc2)Br)c(ncn1)OCCOc3ncc(cn3)Br
MACITENTAN; TADALAFIL,Macitentan | Tadalafil,Z9K9Y9WMVL | 742SXX0ICT,chemical,approved | approved,MACITENTAN; TADALAFIL,"combination(exact_full,exact_full)",chemical,,
MAFENIDE ACETATE,MAFENIDE ACETATE,RQ6LP6Z0WY,chemical,approved,MAFENIDE ACETATE,exact_full,chemical,C7H10N2O2S.C2H4O2,c1cc(ccc1CN)S(=O)(=O)N.CC(=O)O
"MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, MONOBASIC; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM GLUCONATE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE","MAGNESIUM CHLORIDE | Potassium chloride | MONOBASIC POTASSIUM PHOSPHATE | Sodium acetate | Sodium Chloride | Sodium gluconate | Sodium phosphate, dibasic, heptahydrate",02F3473H9O | 660YQ98I10 | 4J9FJ0HL51 | 4550K0SC9B | 451W47IQ8X | R6Q3791S76 | 70WT22SF4B,chemical,approved | approved | approved | approved | approved | approved | approved,"MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, MONOBASIC; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM GLUCONATE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE","combination(exact_full,exact_full,exact_full,exact_full,exact_full,exact_full,exact_full)",chemical,,
MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM GLUCONATE,MAGNESIUM CHLORIDE | Potassium chloride | Sodium acetate | Sodium Chloride | Sodium gluconate,02F3473H9O | 660YQ98I10 | 4550K0SC9B | 451W47IQ8X | R6Q3791S76,chemical,approved | approved | approved | approved | approved,MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM GLUCONATE,"combination(exact_full,exact_full,exact_full,exact_full,exact_full)",chemical,,
MAGNESIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE,MAGNESIUM CHLORIDE | Sodium bicarbonate | Sodium Chloride,02F3473H9O | 8MDF5V39QO | 451W47IQ8X,chemical,approved | approved | approved,MAGNESIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE,"combination(exact_full,exact_full,exact_full)",chemical,,
MAGNESIUM SULFATE,"MAGNESIUM SULFATE, UNSPECIFIED FORM",DE08037SAB,mixture,approved,MAGNESIUM SULFATE,exact_full,mixture,,
MAGNESIUM SULFATE; POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM SULFATE,"MAGNESIUM SULFATE, UNSPECIFIED FORM | POLYETHYLENE GLYCOL 3350 | Potassium chloride | Sodium Chloride | SODIUM SULFATE",DE08037SAB | G2M7P15E5P | 660YQ98I10 | 451W47IQ8X | 0YPR65R21J,polymer,approved | approved | approved | approved | approved,MAGNESIUM SULFATE; POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM SULFATE,"combination(exact_full,exact_full,exact_full,exact_full,exact_full)",mixture | polymer | chemical,,
"MAGNESIUM SULFATE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, MONOBASIC; SODIUM CHLORIDE; SODIUM PHOSPHATE","MAGNESIUM SULFATE, UNSPECIFIED FORM | Potassium chloride | MONOBASIC POTASSIUM PHOSPHATE | Sodium Chloride | Sodium Phosphate",DE08037SAB | 660YQ98I10 | 4J9FJ0HL51 | 451W47IQ8X | SE337SVY37,mixture,approved | approved | approved | approved | approved,"MAGNESIUM SULFATE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, MONOBASIC; SODIUM CHLORIDE; SODIUM PHOSPHATE","combination(exact_full,exact_full,exact_full,exact_full,exact_full)",mixture | chemical,,
MAGNESIUM SULFATE; POTASSIUM CHLORIDE; SODIUM SULFATE,"MAGNESIUM SULFATE, UNSPECIFIED FORM | Potassium chloride | SODIUM SULFATE",DE08037SAB | 660YQ98I10 | 0YPR65R21J,mixture,approved | approved | approved,MAGNESIUM SULFATE; POTASSIUM CHLORIDE; SODIUM SULFATE,"combination(exact_full,exact_full,exact_full)",mixture | chemical,,
MAGNESIUM SULFATE; POTASSIUM SULFATE; SODIUM SULFATE,"MAGNESIUM SULFATE, UNSPECIFIED FORM | Potassium sulfate | SODIUM SULFATE",DE08037SAB | 1K573LC5TV | 0YPR65R21J,mixture,approved | approved | approved,MAGNESIUM SULFATE; POTASSIUM SULFATE; SODIUM SULFATE,"combination(exact_full,exact_full,exact_full)",mixture | chemical,,
MALATHION,Malathion,U5N7SU872W,chemical,approved,MALATHION,exact_full,chemical,C10H19O6PS2,CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC
MANGANESE CHLORIDE,MANGANESE CHLORIDE,QQE170PANO,chemical,approved,MANGANESE CHLORIDE,exact_full,chemical,2Cl.Mn.4H2O,[Cl-].[Cl-].[Mn+2].O.O.O.O
MANNITOL,MANNITOL,3OWL53L36A,chemical,approved,MANNITOL,exact_full,chemical,C6H14O6,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O
MANNITOL; SORBITOL,MANNITOL | SORBITOL,3OWL53L36A | 506T60A25R,chemical,approved | approved,MANNITOL; SORBITOL,"combination(exact_full,exact_full)",chemical,,
MARALIXIBAT CHLORIDE,Maralixibat chloride,V78M04F0XC,chemical,approved,MARALIXIBAT CHLORIDE,exact_full,chemical,C40H56N3O4S.Cl,CCCCC1(CCCC)CS(=O)(=O)c2ccc(cc2[C@@H](c3ccc(cc3)OCc4ccc(cc4)C[N+]56CCN(CC5)CC6)[C@H]1O)N(C)C.[Cl-]
MARAVIROC,Maraviroc,MD6P741W8A,chemical,approved,MARAVIROC,exact_full,chemical,C29H41F2N5O,CC(C)c1nnc(C)n1[C@H]2C[C@@H]3CC[C@H](C2)N3CC[C@@H](c4ccccc4)NC(=O)C5CCC(CC5)(F)F
MARIBAVIR,Maribavir,PTB4X93HE1,chemical,approved,MARIBAVIR,exact_full,chemical,C15H19Cl2N3O4,CC(C)Nc1nc2cc(c(cc2n1[C@@H]3[C@H]([C@H]([C@H](CO)O3)O)O)Cl)Cl
MAVACAMTEN,Mavacamten,QX45B99R3J,chemical,approved,MAVACAMTEN,exact_full,chemical,C15H19N3O2,CC(C)n1c(=O)cc(N[C@@H](C)c2ccccc2)[nH]c1=O
MAVORIXAFOR,Mavorixafor,0G9LGB5O2W,chemical,approved,MAVORIXAFOR,exact_full,chemical,C21H27N5,c1ccc2c(c1)[nH]c(CN(CCCCN)[C@H]3CCCc4cccnc43)n2
MEBENDAZOLE,MEBENDAZOLE,81G6I5V05I,chemical,approved,MEBENDAZOLE,exact_full,chemical,C16H13N3O3,COC(=O)Nc1nc2ccc(cc2[nH]1)C(=O)c3ccccc3
MECAMYLAMINE HYDROCHLORIDE,MECAMYLAMINE HYDROCHLORIDE,4956DJR58O,chemical,approved,MECAMYLAMINE HYDROCHLORIDE,exact_full,chemical,C11H21N.ClH,CC1(C)[C@H]2CC[C@H](C2)[C@]1(C)NC.Cl
MECHLORETHAMINE HYDROCHLORIDE,MECHLORETHAMINE HYDROCHLORIDE,L0MR697HHI,chemical,approved,MECHLORETHAMINE HYDROCHLORIDE,exact_full,chemical,C5H11Cl2N.ClH,CN(CCCl)CCCl.Cl
MECLIZINE HYDROCHLORIDE,Meclizine hydrochloride,HDP7W44CIO,chemical,approved,MECLIZINE HYDROCHLORIDE,exact_full,chemical,C25H27ClN2.2ClH.H2O,Cc1cccc(c1)CN2CCN(CC2)C(c3ccccc3)c4ccc(cc4)Cl.Cl.Cl.O
MECLOFENAMATE SODIUM,MECLOFENAMATE SODIUM,94NJ818U2W,chemical,approved,MECLOFENAMATE SODIUM,exact_full,chemical,C14H10Cl2NO2.Na.H2O,Cc1ccc(c(c1Cl)Nc2ccccc2C(=O)[O-])Cl.[Na+].O
MEDROXYPROGESTERONE ACETATE,Medroxyprogesterone acetate,C2QI4IOI2G,chemical,approved,MEDROXYPROGESTERONE ACETATE,exact_full,chemical,C24H34O4,C[C@H]1C[C@]2([H])[C@]([H])(CC[C@@]3(C)[C@@]2([H])CC[C@@]3(C(=O)C)OC(=O)C)[C@@]4(C)CCC(=O)C=C14
MEFENAMIC ACID,MEFENAMIC ACID,367589PJ2C,chemical,approved,MEFENAMIC ACID,exact_full,chemical,C15H15NO2,Cc1cccc(c1C)Nc2ccccc2C(=O)O
MEFLOQUINE HYDROCHLORIDE,MEFLOQUINE HYDROCHLORIDE,5Y9L3636O3,chemical,approved,MEFLOQUINE HYDROCHLORIDE,exact_full,chemical,C17H16F6N2O.ClH,C1CCN[C@]([H])(C1)[C@H](c2cc(C(F)(F)F)nc3c2cccc3C(F)(F)F)O.Cl
MEGESTROL ACETATE,Megestrol Acetate,TJ2M0FR8ES,chemical,approved,MEGESTROL ACETATE,exact_full,chemical,C24H32O4,CC1=C[C@]2([H])[C@]([H])(CC[C@@]3(C)[C@@]2([H])CC[C@@]3(C(=O)C)OC(=O)C)[C@@]4(C)CCC(=O)C=C14
MELOXICAM,Meloxicam,VG2QF83CGL,chemical,approved,MELOXICAM,exact_full,chemical,C14H13N3O4S2,Cc1cnc(NC(=O)C2=C(c3ccccc3S(=O)(=O)N2C)O)s1
MELOXICAM; RIZATRIPTAN BENZOATE,Meloxicam | Rizatriptan Benzoate,VG2QF83CGL | WR978S7QHH,chemical,approved | approved,MELOXICAM; RIZATRIPTAN BENZOATE,"combination(exact_full,exact_full)",chemical,,
MELPHALAN HYDROCHLORIDE,Melphalan hydrochloride,1VXP4V453T,chemical,approved,MELPHALAN HYDROCHLORIDE,exact_full,chemical,C13H18Cl2N2O2.ClH,c1cc(ccc1C[C@@H](C(=O)O)N)N(CCCl)CCCl.Cl
MEMANTINE HYDROCHLORIDE,Memantine hydrochloride,JY0WD0UA60,chemical,approved,MEMANTINE HYDROCHLORIDE,exact_full,chemical,C12H21N.ClH,CC12CC3CC(C)(C1)CC(C3)(C2)N.Cl
MENTHOL; METHYL SALICYLATE,"MENTHOL, UNSPECIFIED FORM | Methyl salicylate",L7T10EIP3A | LAV5U5022Y,mixture,approved | approved,MENTHOL; METHYL SALICYLATE,"combination(exact_full,exact_full)",mixture | chemical,,
MEPERIDINE HYDROCHLORIDE,Meperidine Hydrochloride,N8E7F7Q170,chemical,approved,MEPERIDINE HYDROCHLORIDE,exact_full,chemical,C15H21NO2.ClH,CCOC(=O)C1(CCN(C)CC1)c2ccccc2.Cl
MEPIVACAINE HYDROCHLORIDE,MEPIVACAINE HYDROCHLORIDE,4VFX2L7EM5,chemical,approved,MEPIVACAINE HYDROCHLORIDE,exact_full,chemical,C15H22N2O.ClH,Cc1cccc(C)c1NC(=O)C2CCCCN2C.Cl
MEPROBAMATE,MEPROBAMATE,9I7LNY769Q,chemical,approved,MEPROBAMATE,exact_full,chemical,C9H18N2O4,CCCC(C)(COC(=O)N)COC(=O)N
MERCAPTOPURINE,Mercaptopurine,E7WED276I5,chemical,approved,MERCAPTOPURINE,exact_full,chemical,C5H4N4S.H2O,c1nc2c([nH]1)nc[nH]c2=S.O
MEROPENEM,Meropenem,FV9J3JU8B1,chemical,approved,MEROPENEM,exact_full,chemical,C17H25N3O5S.3H2O,C[C@@H]1[C@]2([H])[C@@]([H])([C@@H](C)O)C(=O)N2C(=C1S[C@H]3C[C@@H](C(=O)N(C)C)NC3)C(=O)O.O.O.O
MEROPENEM; VABORBACTAM,Meropenem | VABORBACTAM,FV9J3JU8B1 | 1C75676F8V,chemical,approved | approved,MEROPENEM; VABORBACTAM,"combination(exact_full,exact_full)",chemical,,
MESALAMINE,MESALAMINE,4Q81I59GXC,chemical,approved,MESALAMINE,exact_full,chemical,C7H7NO3,c1cc(c(cc1N)C(=O)O)O
MESNA,Mesna,NR7O1405Q9,chemical,approved,MESNA,exact_full,chemical,C2H5O3S2.Na,C(CS(=O)(=O)[O-])S.[Na+]
METAPROTERENOL SULFATE,Metaproterenol Sulfate,GJ20H50YF0,chemical,approved,METAPROTERENOL SULFATE,exact_full,chemical,2C11H17NO3.H2O4S,CC(C)NCC(c1cc(cc(c1)O)O)O.CC(C)NCC(c1cc(cc(c1)O)O)O.OS(=O)(=O)O
METARAMINOL BITARTRATE,METARAMINOL BITARTRATE,ZC4202M9P3,chemical,approved,METARAMINOL BITARTRATE,exact_full,chemical,C9H13NO2.C4H6O6,C[C@@H]([C@@H](c1cccc(c1)O)O)N.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O
METAXALONE,METAXALONE,1NMA9J598Y,chemical,approved,METAXALONE,exact_full,chemical,C12H15NO3,Cc1cc(C)cc(c1)OCC2CNC(=O)O2
METFORMIN HYDROCHLORIDE,Metformin hydrochloride,786Z46389E,chemical,approved,METFORMIN HYDROCHLORIDE,exact_full,chemical,C4H11N5.ClH,CN(C)C(=N)NC(=N)N.Cl
METFORMIN HYDROCHLORIDE; PIOGLITAZONE HYDROCHLORIDE,Metformin hydrochloride | Pioglitazone Hydrochloride,786Z46389E | JQT35NPK6C,chemical,approved | approved,METFORMIN HYDROCHLORIDE; PIOGLITAZONE HYDROCHLORIDE,"combination(exact_full,exact_full)",chemical,,
METFORMIN HYDROCHLORIDE; SAXAGLIPTIN HYDROCHLORIDE,Metformin hydrochloride | SAXAGLIPTIN HYDROCHLORIDE,786Z46389E | Z8J84YIX6L,chemical,approved | approved,METFORMIN HYDROCHLORIDE; SAXAGLIPTIN HYDROCHLORIDE,"combination(exact_full,exact_full)",chemical,,
METFORMIN HYDROCHLORIDE; SITAGLIPTIN,Metformin hydrochloride | Sitagliptin,786Z46389E | QFP0P1DV7Z,chemical,approved | approved,METFORMIN HYDROCHLORIDE; SITAGLIPTIN,"combination(exact_full,exact_full)",chemical,,
METFORMIN HYDROCHLORIDE; SITAGLIPTIN PHOSPHATE,Metformin hydrochloride | Sitagliptin Phosphate,786Z46389E | TS63EW8X6F,chemical,approved | approved,METFORMIN HYDROCHLORIDE; SITAGLIPTIN PHOSPHATE,"combination(exact_full,exact_full)",chemical,,
METHACHOLINE CHLORIDE,METHACHOLINE CHLORIDE,0W5ETF9M2K,chemical,approved,METHACHOLINE CHLORIDE,exact_full,chemical,C8H18NO2.Cl,CC(C[N+](C)(C)C)OC(=O)C.[Cl-]
METHADONE HYDROCHLORIDE,Methadone hydrochloride,229809935B,chemical,approved,METHADONE HYDROCHLORIDE,exact_full,chemical,C21H27NO.ClH,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2.Cl
METHAMPHETAMINE HYDROCHLORIDE,METHAMPHETAMINE HYDROCHLORIDE,997F43Z9CV,chemical,approved,METHAMPHETAMINE HYDROCHLORIDE,exact_full,chemical,C10H15N.ClH,C[C@@H](Cc1ccccc1)NC.Cl
METHAZOLAMIDE,METHAZOLAMIDE,W733B0S9SD,chemical,approved,METHAZOLAMIDE,exact_full,chemical,C5H8N4O3S2,CC(=O)/N=c/1\n(C)nc(s1)S(=O)(=O)N
METHENAMINE HIPPURATE,METHENAMINE HIPPURATE,M329791L57,chemical,approved,METHENAMINE HIPPURATE,exact_full,chemical,C9H9NO3.C6H12N4,c1ccc(cc1)C(=O)NCC(=O)O.C1N2CN3CN1CN(C2)C3
METHIMAZOLE,METHIMAZOLE,554Z48XN5E,chemical,approved,METHIMAZOLE,exact_full,chemical,C4H6N2S,Cn1cc[nH]c1=S
METHOCARBAMOL,METHOCARBAMOL,125OD7737X,chemical,approved,METHOCARBAMOL,exact_full,chemical,C11H15NO5,COc1ccccc1OCC(COC(=O)N)O
METHOHEXITAL SODIUM,METHOHEXITAL SODIUM,60200PNZ7Q,chemical,approved,METHOHEXITAL SODIUM,exact_full,chemical,C14H17N2O3.Na,CCC#CC(C)C1(CC=C)C(=O)[N-]C(=O)N(C)C1=O.[Na+]
METHOTREXATE,Methotrexate,YL5FZ2Y5U1,chemical,approved,METHOTREXATE,exact_full,chemical,C20H22N8O5,CN(Cc1cnc2c(c(N)nc(N)n2)n1)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O
METHOTREXATE SODIUM,Methotrexate sodium,3IG1E710ZN,chemical,approved,METHOTREXATE SODIUM,exact_full,chemical,C20H20N8O5.2Na,CN(Cc1cnc2c(c(N)nc(N)n2)n1)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-].[Na+].[Na+]
METHOXSALEN,METHOXSALEN,U4VJ29L7BQ,chemical,approved,METHOXSALEN,exact_full,chemical,C12H8O4,COc1c2c(cco2)cc3ccc(=O)oc31
METHSCOPOLAMINE BROMIDE,METHSCOPOLAMINE BROMIDE,RTN51LK7WL,chemical,approved,METHSCOPOLAMINE BROMIDE,exact_full,chemical,C18H24NO4.Br,C[N+]1(C)[C@@H]2C[C@H](C[C@H]1[C@@]3([H])[C@]2([H])O3)OC(=O)[C@H](CO)c4ccccc4.[Br-]
METHSUXIMIDE,METHSUXIMIDE,0G76K8X6C0,chemical,approved,METHSUXIMIDE,exact_full,chemical,C12H13NO2,CC1(CC(=O)N(C)C1=O)c2ccccc2
METHYLDOPA,Methyldopa,56LH93261Y,chemical,approved,METHYLDOPA,exact_full,chemical,2C10H13NO4.3H2O,C[C@](Cc1ccc(c(c1)O)O)(C(=O)O)N.C[C@](Cc1ccc(c(c1)O)O)(C(=O)O)N.O.O.O
METHYLENE BLUE,Methylene blue,T42P99266K,chemical,approved,METHYLENE BLUE,exact_full,chemical,C16H18N3S.Cl.3H2O,CN(C)c1ccc2c(c1)[s+]c3cc(ccc3n2)N(C)C.[Cl-].O.O.O
METHYLERGONOVINE MALEATE,Methylergonovine maleate,IR84JPZ1RK,chemical,approved,METHYLERGONOVINE MALEATE,exact_full,chemical,C20H25N3O2.C4H4O4,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(C[C@@]2([H])N(C)C1)c[nH]4.C(=C/C(=O)O)/C(=O)O
METHYLNALTREXONE BROMIDE,METHYLNALTREXONE BROMIDE,RFO6IL3D3M,chemical,approved,METHYLNALTREXONE BROMIDE,exact_full,chemical,C21H26NO4.Br,C[N@@+]1(CC[C@@]23c4c5ccc(c4O[C@@]3([H])C(=O)CC[C@]2([C@@]1([H])C5)O)O)CC6CC6.[Br-]
METHYLPHENIDATE,METHYLPHENIDATE,207ZZ9QZ49,chemical,approved,METHYLPHENIDATE,exact_full,chemical,C14H19NO2,COC(=O)[C@@H](c1ccccc1)[C@]2([H])CCCCN2
METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE HYDROCHLORIDE,4B3SC438HI,chemical,approved,METHYLPHENIDATE HYDROCHLORIDE,exact_full,chemical,C14H19NO2.ClH,COC(=O)[C@H](c1ccccc1)[C@@]2([H])CCCCN2.Cl
METHYLPREDNISOLONE,Methylprednisolone,X4W7ZR7023,chemical,approved,METHYLPREDNISOLONE,exact_full,chemical,C22H30O5,C[C@H]1C[C@@]2([H])[C@]3([H])CC[C@](C(=O)CO)([C@@]3(C)C[C@@H]([C@]2([H])[C@@]4(C)C=CC(=O)C=C14)O)O
METHYLPREDNISOLONE ACETATE,Methylprednisolone acetate,43502P7F0P,chemical,approved,METHYLPREDNISOLONE ACETATE,exact_full,chemical,C24H32O6,C[C@H]1C[C@@]2([H])[C@]3([H])CC[C@](C(=O)COC(=O)C)([C@@]3(C)C[C@@H]([C@]2([H])[C@@]4(C)C=CC(=O)C=C14)O)O
METHYLPREDNISOLONE SODIUM SUCCINATE,METHYLPREDNISOLONE SODIUM SUCCINATE,LEC9GKY20K,chemical,approved,METHYLPREDNISOLONE SODIUM SUCCINATE,exact_full,chemical,C26H33O8.Na,C[C@H]1C[C@@]2([H])[C@]3([H])CC[C@](C(=O)COC(=O)CCC(=O)[O-])([C@@]3(C)C[C@@H]([C@]2([H])[C@@]4(C)C=CC(=O)C=C14)O)O.[Na+]
METHYLTESTOSTERONE,Methyltestosterone,V9EFU16ZIF,chemical,approved,METHYLTESTOSTERONE,exact_full,chemical,C20H30O2,C[C@@]12CCC(=O)C=C2CC[C@]3([H])[C@]1([H])CC[C@@]4(C)[C@@]3([H])CC[C@]4(C)O
