Ingredient,Trade_Name(s),Disease_Category,Duration_Class,DF_Route(s),Earliest_Approval,Latest_Approval,NDA_Count,ANDA_Count,Generic_Competitor_Count,Patent_Count,Latest_Patent_Expiry,Patent_Expiry_Year,Has_Blocking_Exclusivity,Exclusivity_Codes,Latest_Exclusivity_Date,Applicant(s)
CLOBAZAM,CLOBAZAM | ONFI | SYMPAZAN,Neurology,CHRONIC,FILM;ORAL | SUSPENSION;ORAL | TABLET;ORAL,2011-10-21,2022-03-24,3,17,28,3,2040-01-31,2040,No,,,ALKEM LABORATORIES LTD | AMNEAL PHARMACEUTICALS CO GMBH | AMNEAL PHARMACEUTICALS LLC | ASSERTIO SPECIALTY PHARMACEUTICALS LLC | AUROBINDO PHARMA LTD | BIONPHARMA INC | CHARTWELL MOLECULAR HOLDINGS LLC | HETERO LABS LTD UNIT III | LUNDBECK PHARMACEUTICALS LLC | LUPIN LTD | MICRO LABS LTD | MSN LABORATORIES PRIVATE LTD | PIRAMAL HEALTHCARE UK LTD | TARO PHARMACEUTICAL INDUSTRIES LTD | UPSHER SMITH LABORATORIES LLC | ZYDUS PHARMACEUTICALS USA INC
TERIFLUNOMIDE,AUBAGIO | TERIFLUNOMIDE,Neurology,CHRONIC,TABLET;ORAL,2012-09-12,2025-04-07,1,13,26,6,2034-08-04,2034,No,,,ACCORD HEALTHCARE INC | ALEMBIC PHARMACEUTICALS LTD | AUROBINDO PHARMA LTD | BIOCON PHARMA LTD | CONCORD BIOTECH LTD | GLENMARK SPECIALTY SA | HETERO LABS LTD UNIT V | MSN LABORATORIES PRIVATE LTD | NATCO PHARMA LTD | SANDOZ INC | SANOFI AVENTIS US LLC | SOLA PHARMACEUTICALS | TEVA PHARMACEUTICALS USA INC | ZYDUS PHARMACEUTICALS USA INC
TOLTERODINE TARTRATE,DETROL | DETROL LA | TOLTERODINE TARTRATE,Neurology,CHRONIC,"CAPSULE, EXTENDED RELEASE;ORAL | TABLET;ORAL",1998-03-25,2024-08-27,2,13,26,0,,,No,,,AJANTA PHARMA LTD | HETERO LABS LTD UNIT III | HETERO LABS LTD UNIT V | INVENTIA HEALTHCARE PRIVATE LTD | IVAX PHARMACEUTICALS INC SUB TEVA PHARMACEUTICALS USA | MACLEODS PHARMACEUTICALS LTD | RISING PHARMA HOLDINGS INC | TEVA PHARMACEUTICALS USA | TORRENT PHARMACEUTICALS LTD | UNICHEM LABORATORIES LTD | UNIQUE PHARMACEUTICAL LABORATORIES A DIV OF JB CHEMICALS AND PHARMACEUTICALS LTD | UPJOHN US 2 LLC | UTOPIC PHARMACEUTICALS INC
DIMETHYL FUMARATE,DIMETHYL FUMARATE | TECFIDERA,Neurology,CHRONIC,"CAPSULE, DELAYED RELEASE;ORAL",2013-03-27,2024-06-26,1,12,24,9,2035-11-16,2035,No,,,ACCORD HEALTHCARE INC | ALKEM LABORATORIES LTD | AMNEAL EU LTD | AUROBINDO PHARMA LTD | BIOGEN INC | GLENMARK PHARMACEUTICALS LTD | HETERO LABS LTD UNIT III | LUPIN INC | MACLEODS PHARMACEUTICALS LTD | MSN LABORATORIES PRIVATE LTD | PRINSTON PHARMACEUTICAL INC | SOLA PHARMACEUTICALS | TWI PHARMACEUTICALS INC
RUFINAMIDE,BANZEL | RUFINAMIDE,Neurology,CHRONIC,SUSPENSION;ORAL | TABLET;ORAL,2008-11-14,2025-04-15,2,15,23,0,,,No,,,ALKEM LABORATORIES LTD | AUROBINDO PHARMA LTD | BIONPHARMA INC | CHARTWELL RX SCIENCES LLC | EISAI INC | GLENMARK PHARMACEUTICALS LTD | HETERO LABS LTD UNIT III | HIKMA PHARMACEUTICALS USA INC | LUPIN LTD | MICRO LABS LTD | MSN LABORATORIES PRIVATE LTD | PHARMOBEDIENT CONSULTING LLC
AMANTADINE HYDROCHLORIDE,AMANTADINE HYDROCHLORIDE | GOCOVRI,Neurology,CHRONIC,"CAPSULE, EXTENDED RELEASE;ORAL | CAPSULE;ORAL | SYRUP;ORAL | TABLET;ORAL",1986-08-05,2024-09-26,1,22,22,13,2038-08-23,2038,No,,,ALEMBIC PHARMACEUTICALS LTD | AUROBINDO PHARMA USA INC | BIONPHARMA INC | CHARTWELL RX SCIENCES LLC | HERITAGE PHARMA LABS INC | HUMANWELL PURACAP PHARMACEUTICAL WUHAN CO LTD | ONESOURCE SPECIALTY PTE LTD | PHARMACEUTICAL ASSOCIATES INC | PHARMOBEDIENT CONSULTING LLC | POM PHARMA LTD | RISING PHARMA HOLDINGS INC | RUBICON RESEARCH LTD | SANDOZ INC | STRIDES PHARMA GLOBAL PTE LTD | SUPERNUS PHARMACEUTICALS INC | UPSHER SMITH LABORATORIES LLC | WATSON LABORATORIES INC | ZHEJIANG JUTAI PHARMACEUTICAL CO LTD | ZYDUS PHARMACEUTICALS USA INC
ZONISAMIDE,ZONEGRAN | ZONISADE | ZONISAMIDE,Neurology,CHRONIC,CAPSULE;ORAL | SUSPENSION;ORAL,2000-03-27,2022-07-15,2,7,21,3,2038-08-18,2038,No,,,ADVANZ PHARMA (US) CORP | AUROBINDO PHARMA LTD | AZURITY PHARMACEUTICALS INC | BIONPHARMA INC | GLENMARK PHARMACEUTICALS INC USA | GRANULES INDIA LTD | INVAGEN PHARMACEUTICALS INC | UNICHEM LABORATORIES LTD | ZYDUS LIFESCIENCES LTD
RASAGILINE MESYLATE,AZILECT | RASAGILINE MESYLATE,Neurology,CHRONIC,TABLET;ORAL,2006-05-16,2025-05-05,1,10,20,2,2027-08-27,2027,No,,,ALKEM LABORATORIES LTD | AUROBINDO PHARMA USA INC | CARNEGIE PHARMACEUTICALS LLC | CHARTWELL RX SCIENCES LLC | MACLEODS PHARMACEUTICALS LTD | MICRO LABS LTD | ORBION PHARMACEUTICALS PRIVATE LTD | REGCON HOLDINGS LLC | RISING PHARMA HOLDINGS INC | TEVA NEUROSCIENCE INC | TORRENT PHARMACEUTICALS LTD
PERAMPANEL,FYCOMPA | PERAMPANEL,Neurology,CHRONIC,SUSPENSION;ORAL | TABLET;ORAL,2012-10-22,2025-11-25,2,4,19,1,2026-07-01,2026,No,,,CATALYST PHARMACEUTICALS INC | MSN LABORATORIES PRIVATE LTD | TARO PHARMACEUTICAL INDUSTRIES LTD | TEVA PHARMACEUTICALS USA INC
CARBIDOPA; ENTACAPONE; LEVODOPA,"CARBIDOPA, LEVODOPA AND ENTACAPONE | STALEVO 100 | STALEVO 125 | STALEVO 150 | STALEVO 200 | STALEVO 50 | STALEVO 75",Neurology,CHRONIC,TABLET;ORAL,2003-06-11,2026-02-05,1,3,18,0,,,No,,,ALEMBIC PHARMACEUTICALS LTD | MACLEODS PHARMACEUTICALS LTD | ORION PHARMA | RISING PHARMA HOLDINGS INC
VIGABATRIN,SABRIL | VIGABATRIN | VIGADRONE | VIGAFYDE | VIGPODER,Neurology,CHRONIC,FOR SOLUTION;ORAL | SOLUTION;ORAL | TABLET;ORAL,2009-08-21,2024-06-17,3,18,18,3,2043-06-08,2043,No,,,ALKEM LABORATORIES LTD | AMNEAL PHARMACEUTICALS OF NEW YORK LLC | ANNORA PHARMA PRIVATE LTD | AUCTA PHARMACEUTICALS INC | AUROBINDO PHARMA LTD | CARNEGIE PHARMACEUTICALS LLC | DEXCEL PHARMA TECHNOLOGIES LTD | DR REDDYS LABORATORIES LTD | HIKMA PHARMACEUTICALS USA INC | INVAGEN PHARMACEUTICALS INC | LUNDBECK PHARMACEUTICALS LLC | MSN LABORATORIES PRIVATE LTD | PH HEALTH LTD | PYROS PHARMACEUTICALS INC | TEVA PHARMACEUTICALS USA | UPSHER SMITH LABORATORIES LLC | ZYDUS LIFESCIENCES GLOBAL FZE
FINGOLIMOD HYDROCHLORIDE,FINGOLIMOD HYDROCHLORIDE | GILENYA,Neurology,CHRONIC,CAPSULE;ORAL,2010-09-21,2026-04-24,1,15,15,3,2032-09-30,2032,No,,,ACCORD HEALTHCARE INC | ALEMBIC PHARMACEUTICALS LTD | ALKEM LABORATORIES LTD | APOTEX INC | AUROBINDO PHARMA LTD | BIOCON LTD | BIONPHARMA INC | DR REDDYS LABORATORIES LTD | EZRA VENTURES LLC | GLENMARK PHARMACEUTICALS LTD | HEC PHARM CO LTD | HETERO LABS LTD UNIT V | NOVARTIS PHARMACEUTICALS CORP | PRINSTON PHARMACEUTICAL INC | TEVA PHARMACEUTICALS USA INC | ZYDUS PHARMACEUTICALS USA INC
RIVASTIGMINE,EXELON | RIVASTIGMINE,Neurology,CHRONIC,"FILM, EXTENDED RELEASE;TRANSDERMAL",2007-07-06,2025-09-23,1,5,15,0,,,No,,,AMNEAL PHARMACEUTICALS OF NEW YORK LLC | BRECKENRIDGE PHARMACEUTICAL INC | MYLAN TECHNOLOGIES INC | SANDOZ INC | YICHANG HUMANWELL PHARMACEUTICAL CO LTD | ZYDUS PHARMACEUTICALS USA INC
TETRABENAZINE,TETRABENAZINE | XENAZINE,Neurology,CHRONIC,TABLET;ORAL,2008-08-15,2020-03-17,1,8,15,0,,,No,,,ACTAVIS LABORATORIES FL INC | ADAPTIS PHARMA PRIVATE LTD | APOTEX INC | BAUSCH HEALTH US LLC | BIONPHARMA INC | CHARTWELL RX SCIENCES LLC | DR REDDYS LABORATORIES LTD | HETERO LABS LTD UNIT V | MYLAN PHARMACEUTICALS INC
FESOTERODINE FUMARATE,FESOTERODINE FUMARATE | TOVIAZ,Neurology,CHRONIC,"TABLET, EXTENDED RELEASE;ORAL",2008-10-31,2024-01-09,1,7,14,6,2027-12-07,2027,No,,,ALEMBIC PHARMACEUTICALS LTD | ALKEM LABORATORIES LTD | AMNEAL PHARMACEUTICALS OF NY LLC | AUROBINDO PHARMA LTD | DR REDDYS LABORATORIES LTD | HETERO LABS LTD UNIT V | PFIZER INC | ZYDUS PHARMACEUTICALS USA INC
MIRABEGRON,MIRABEGRON | MYRBETRIQ | MYRBETRIQ GRANULES,Neurology,CHRONIC,"FOR SUSPENSION, EXTENDED RELEASE;ORAL | TABLET, EXTENDED RELEASE;ORAL",2012-06-28,2026-05-01,2,7,13,12,2036-09-30,2036,No,,,ALKEM LABORATORIES LTD | ASTELLAS PHARMA GLOBAL DEVELOPMENT INC | DEVA HOLDING AS | LUPIN LTD | MSN LABORATORIES PRIVATE LTD | QILU PHARMACEUTICAL CO LTD | ZYDUS PHARMACEUTICALS USA INC
PYRIDOSTIGMINE BROMIDE,MESTINON | PYRIDOSTIGMINE BROMIDE | REGONOL,Neurology,CHRONIC,"INJECTABLE;INJECTION | SYRUP;ORAL | TABLET, EXTENDED RELEASE;ORAL | TABLET;ORAL",2003-04-24,2023-09-21,5,11,13,0,,,No,,,ALVOGEN INC | AMNEAL PHARMACEUTICALS LLC | ANI PHARMACEUTICALS INC | BAUSCH HEALTH US LLC | IMPAX LABORATORIES INC | MILLA PHARMACEUTICALS INC | MLV PHARMA LLC | MSN LABORATORIES PRIVATE LTD | NOVITIUM PHARMA LLC | RISING PHARMA HOLDING INC | RISING PHARMA HOLDINGS INC | SANDOZ INC | ZYDUS PHARMACEUTICALS USA INC
DARIFENACIN HYDROBROMIDE,DARIFENACIN | DARIFENACIN HYDROBROMIDE,Neurology,CHRONIC,"TABLET, EXTENDED RELEASE;ORAL",2016-09-01,2020-01-06,0,6,12,0,,,No,,,ALEMBIC PHARMACEUTICALS LTD | AUROBINDO PHARMA LTD | CIPLA LTD | MACLEODS PHARMACEUTICALS LTD | PURACAP LABORATORIES LLC DBA BLU PHARMACEUTICALS | TORRENT PHARMACEUTICALS LTD
GLATIRAMER ACETATE,COPAXONE | GLATIRAMER ACETATE | GLATOPA,Neurology,CHRONIC,INJECTABLE;SUBCUTANEOUS,2002-02-12,2026-02-11,1,10,12,0,,,No,,,CHEMI SPA | HYBIO PHARMACEUTICAL CO LTD | MYLAN PHARMACEUTICALS INC | SANDOZ INC | SCINOPHARM TAIWAN LTD | SYNTHON PHARMACEUTICALS INC | TEVA PHARMACEUTICALS USA
MITOXANTRONE HYDROCHLORIDE,MITOXANTRONE HYDROCHLORIDE,Neurology,LONG-TERM,INJECTABLE;INJECTION,2006-04-11,2006-04-11,0,4,12,0,,,No,,,"FRESENIUS KABI USA LLC | HIKMA PHARMACEUTICALS USA INC | HOSPIRA WORLDWIDE, INC | MEITHEAL PHARMACEUTICALS INC"
FELBAMATE,FELBAMATE | FELBATOL,Neurology,CHRONIC,SUSPENSION;ORAL | TABLET;ORAL,1993-07-29,2019-05-31,1,7,11,0,,,No,,,AMNEAL PHARMACEUTICALS | ANI PHARMACEUTICALS INC | MYLAN SPECIALTY LP | NOVITIUM PHARMA LLC | TARO PHARMACEUTICAL INDUSTRIES LTD | ZYDUS LIFESCIENCES LTD
TROSPIUM CHLORIDE,TROSPIUM CHLORIDE,Neurology,CHRONIC,"CAPSULE, EXTENDED RELEASE;ORAL | TABLET;ORAL",2010-08-13,2024-06-18,0,11,11,0,,,No,,,ACTAVIS LABORATORIES FL INC | APOTEX INC | GLENMARK PHARMACEUTICALS LTD | GRANULES PHARMACEUTICALS INC | HERITAGE PHARMACEUTICALS INC | INVAGEN PHARMACEUTICALS INC | MACLEODS PHARMACEUTICALS LTD | PADAGIS US LLC | UTOPIC PHARMACEUTICALS INC | ZAMEER PHARMACEUTICALS LLC
PHENYTOIN SODIUM,DILANTIN | EXTENDED PHENYTOIN SODIUM | PHENYTEK | PHENYTOIN SODIUM,Neurology,CHRONIC,CAPSULE;ORAL | INJECTABLE;INJECTION,2001-12-06,2026-01-02,0,8,10,0,,,No,,,ACELLA PHARMACEUTICALS LLC | AMNEAL PHARMACEUTICALS NY LLC | AUROBINDO PHARMA LTD | HIKMA PHARMACEUTICALS USA INC | MANKIND PHARMA LTD | MYLAN PHARMACEUTICALS INC | TARO PHARMACEUTICAL INDUSTRIES LTD | VIATRIS SPECIALTY LLC
DONEPEZIL HYDROCHLORIDE; MEMANTINE HYDROCHLORIDE,MEMANTINE HYDROCHLORIDE AND DONEPEZIL HYDROCHLORIDE | NAMZARIC,Neurology,CHRONIC,"CAPSULE, EXTENDED RELEASE;ORAL",2014-12-23,2025-07-15,1,4,9,3,2029-12-05,2029,No,,,ABBVIE INC | AMNEAL PHARMACEUTICALS LLC | ANI PHARMACEUTICALS INC | MACLEODS PHARMACEUTICALS LTD | XIAMEN LP PHARMACUETICAL CO LTD
ENTACAPONE,COMTAN | ENTACAPONE,Neurology,CHRONIC,TABLET;ORAL,1999-10-19,2022-01-04,1,7,7,0,,,No,,,AJANTA PHARMA LTD | ALEMBIC PHARMACEUTICALS LTD | AUROBINDO PHARMA LTD | MACLEODS PHARMACEUTICALS LTD | ORION PHARMA | SUN PHARMACEUTICAL INDUSTRIES LTD | SUNSHINE LAKE PHARMA CO LTD | WOCKHARDT BIO AG
ETHOSUXIMIDE,ETHOSUXIMIDE | ZARONTIN,Neurology,CHRONIC,CAPSULE;ORAL | SYRUP;ORAL,2000-11-22,2020-03-16,1,7,7,0,,,No,,,BIONPHARMA INC | CHARTWELL RX SCIENCES LLC | EPIC PHARMA LLC | ONESOURCE SPECIALTY PTE LTD | PARKE DAVIS DIV WARNER LAMBERT CO | PARKE-DAVIS DIVISION OF PFIZER INC | PHARMACEUTICAL ASSOCIATES INC | PURACAP PHARMACEUTICAL LLC
FOSPHENYTOIN SODIUM,CEREBYX | FOSPHENYTOIN SODIUM,Neurology,CHRONIC,INJECTABLE;INJECTION,1996-08-05,2023-10-13,1,7,7,0,,,No,,,FRESENIUS KABI USA LLC | GLAND PHARMA LTD | HIKMA FARMACEUTICA (PORTUGAL) SA | HIKMA PHARMACEUTICALS USA INC | PARKE DAVIS DIV WARNER LAMBERT CO | SUN PHARMACEUTICAL INDUSTRIES LTD | WOCKHARDT BIO AG
ACETAZOLAMIDE SODIUM,ACETAZOLAMIDE SODIUM,Neurology,CHRONIC,INJECTABLE;INJECTION,1995-02-28,2025-06-17,0,6,6,0,,,No,,,AVET LIFESCIENCES LTD | GLAND PHARMA LTD | HIKMA PHARMACEUTICALS USA INC | MYLAN ASI LLC | XGEN PHARMACEUTICALS DJB INC | ZYDUS PHARMACEUTICALS USA INC
CARBIDOPA,CARBIDOPA | LODOSYN,Neurology,CHRONIC,TABLET;ORAL,2016-02-17,2023-12-11,1,5,5,0,,,No,,,ATON PHARMA INC | AUROBINDO PHARMA LTD | EDENBRIDGE PHARMACEUTICALS LLC | NOVEL LABORATORIES INC | REGCON HOLDINGS LLC | ZYDUS PHARMACEUTICALS USA INC
CLADRIBINE,CLADRIBINE | MAVENCLAD,Neurology,LONG-TERM,INJECTABLE;INJECTION | TABLET;ORAL,2000-02-28,2026-03-27,1,5,5,3,2041-09-10,2041,No,,,APOTEX INC | EMD SERONO INC | FRESENIUS KABI USA LLC | HIKMA PHARMACEUTICALS USA INC | HISUN PHARMACEUTICAL (HANGZHOU) CO LTD | HOPEWELL PHARMA VENTURES INC
PHENYTOIN,DILANTIN | DILANTIN-125 | PHENYTOIN,Neurology,CHRONIC,"SUSPENSION;ORAL | TABLET, CHEWABLE;ORAL",2004-03-08,2014-11-28,1,5,5,0,,,No,,,EPIC PHARMA LLC | PHARMACIA AND UPJOHN CO LLC | RISING PHARMA HOLDINGS INC | TARO PHARMACEUTICAL INDUSTRIES LTD | VIATRIS SPECIALTY LLC
RILUZOLE,RILUZOLE | TIGLUTIK KIT,Neurology,LONG-TERM,SUSPENSION;ORAL | TABLET;ORAL,2003-01-29,2024-08-22,1,5,5,1,2029-03-12,2029,No,,,ALKEM LABORATORIES LTD | GLENMARK PHARMACEUTICALS LTD | IMPAX LABORATORIES INC | ITALFARMACO SA | KENTON CHEMICALS AND PHARMACEUTICALS CORP
SELEGILINE HYDROCHLORIDE,SELEGILINE HYDROCHLORIDE | ZELAPAR,Neurology,CHRONIC,"CAPSULE;ORAL | TABLET, ORALLY DISINTEGRATING;ORAL | TABLET;ORAL",1997-04-01,2019-04-02,1,5,5,0,,,No,,,APOTEX INC | BAUSCH HEALTH US LLC | I3 PHARMACEUTICALS LLC | NOVITIUM PHARMA LLC | RISING PHARMA HOLDINGS INC
TIAGABINE HYDROCHLORIDE,GABITRIL | TIAGABINE HYDROCHLORIDE,Neurology,CHRONIC,TABLET;ORAL,1997-09-30,2021-11-16,1,1,4,0,,,No,,,CEPHALON INC | MSN LABORATORIES PRIVATE LTD
VALBENAZINE TOSYLATE,INGREZZA | INGREZZA SPRINKLE | VALBENAZINE TOSYLATE,Neurology,CHRONIC,CAPSULE;ORAL,2017-04-11,2024-04-30,2,1,2,22,2040-08-10,2040,No,I-925 | ODE-440,2030-08-18,LUPIN LTD | NEUROCRINE BIOSCIENCES INC
METHSUXIMIDE,CELONTIN | METHSUXIMIDE,Neurology,CHRONIC,CAPSULE;ORAL,2023-05-01,2023-05-01,1,1,1,0,,,No,,,NOVITIUM PHARMA LLC | PARKE DAVIS DIV WARNER LAMBERT CO
BENZGALANTAMINE GLUCONATE,ZUNVEYL,Neurology,CHRONIC,"TABLET, DELAYED RELEASE;ORAL",2024-07-26,2024-07-26,1,0,0,4,2045-07-23,2045,No,,,ALPHA COGNITION INC
CANNABIDIOL,EPIDIOLEX,Neurology,CHRONIC,SOLUTION;ORAL,2018-09-28,2018-09-28,1,0,0,32,2041-03-01,2041,No,M-270 | ODE-326 | ODE-332,2027-07-31,JAZZ PHARMACEUTICALS RESEARCH UK LTD
DEUTETRABENAZINE,AUSTEDO | AUSTEDO XR,Neurology,CHRONIC,"TABLET, EXTENDED RELEASE;ORAL | TABLET;ORAL",2017-04-03,2024-07-01,2,0,0,31,2041-06-10,2041,No,,,TEVA BRANDED PHARMACEUTICAL PRODUCTS R AND D LLC | TEVA NEUROSCIENCE INC
FINGOLIMOD LAURYL SULFATE,TASCENSO ODT,Neurology,CHRONIC,"TABLET, ORALLY DISINTEGRATING;ORAL",2021-12-23,2022-12-09,1,0,0,3,2036-01-19,2036,No,,,CYCLE PHARMACEUTICALS LTD
FOSCARBIDOPA; FOSLEVODOPA,VYALEV,Neurology,CHRONIC,SOLUTION;SUBCUTANEOUS,2024-10-16,2024-10-16,1,0,0,4,2040-06-10,2040,No,NP,2027-10-16,ABBVIE INC
GABAPENTIN ENACARBIL,HORIZANT,Neurology,CHRONIC,"TABLET, EXTENDED RELEASE;ORAL",2011-04-06,2011-12-13,1,0,0,3,2029-06-10,2029,No,,,AZURITY PHARMACEUTICALS INC
LEVODOPA,INBRIJA,Neurology,CHRONIC,POWDER;INHALATION,2018-12-21,2018-12-21,1,0,0,6,2033-10-21,2033,No,,,MERZ PHARMACEUTICALS LLC
