Source,Drug,Brand,Disease / Indication,Disease Category,Modality,Drug Target (Gene),Annual Revenue 2024 (USD B),Dose,Frequency,Duration of Use
Orange Book,Canagliflozin; Metformin Hydrochloride,INVOKAMET,Type 2 diabetes,Endocrinology – Diabetes,chemical,"SLC5A2, MT-ND6, GPD2",0.01,150MG; 1GM oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Canagliflozin; Metformin Hydrochloride,INVOKAMET,Diabetes mellitus,Endocrinology – Diabetes,chemical,"SLC5A2, MT-ND6, GPD2",0.01,150MG; 1GM oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Candesartan Cilexetil,ATACAND,Hypertension,Cardiovascular – Hypertension,chemical,AGTR1,,32MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Candesartan Cilexetil; Hydrochlorothiazide,ATACAND HCT,Hypertension,Cardiovascular – Hypertension,chemical,"AGTR1, SLC12A3",,32MG; 25MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Cannabidiol,EPIDIOLEX,Epilepsy / seizures,Neurology – Epilepsy,chemical,CNR1,0.95,100MG/mL oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Capecitabine,CAPECITABINE,Colorectal cancer,Infectious – Other,chemical,TYMS,,150MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Capmatinib Hydrochloride,TABRECTA,Non-small cell lung cancer,Oncology – Solid Tumor,chemical,MET,0.01,200MG BASE oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Capmatinib Hydrochloride,TABRECTA,Small cell lung cancer,Oncology – Solid Tumor,chemical,MET,0.01,200MG BASE oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Captopril,CAPTOPRIL,Hypertension,Cardiovascular – Hypertension,chemical,ACE,0.00,12.5MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Captopril; Hydrochlorothiazide,CAPTOPRIL AND HYDROCHLOROTHIAZIDE,Hypertension,Cardiovascular – Hypertension,chemical,"ACE, SLC12A3",,25MG; 15MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Carbamazepine,CARBAMAZEPINE,Epilepsy / seizures,Psychiatry – Other,chemical,SCN1A,0.05,200MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Carbidopa,CARBIDOPA,Parkinson's disease,Neurology – Movement Disorder,chemical,DDC,0.00,25MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Carbidopa; Entacapone; Levodopa,STALEVO 100,Parkinson's disease,Neurology – Movement Disorder,chemical,"DDC, COMT, DRD3",,18.75MG; 200MG … oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Carbidopa; Levodopa,CARBIDOPA AND LEVODOPA,Parkinson's disease,Neurology – Movement Disorder,chemical,"DDC, DRD3",0.00,25MG; 250MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Carfilzomib,CARFILZOMIB,Multiple myeloma,Oncology – Hematologic,chemical,PSMD1,0.08,60MG/VIAL IV,Once daily,Long-term (until progression / disease control)
Orange Book,Carteolol Hydrochloride,CARTEOLOL HYDROCHLORIDE,Hypertension,Cardiovascular – Hypertension,chemical,ADRB1,0.00,1% ophthalmic,Once daily,Indefinite (lifelong maintenance)
Orange Book,Carteolol Hydrochloride,CARTEOLOL HYDROCHLORIDE,Glaucoma / ocular hypertension,Cardiovascular – Hypertension,chemical,ADRB1,0.00,1% ophthalmic,Once daily,Indefinite (lifelong maintenance)
Orange Book,Carvedilol,CARVEDILOL,Heart failure,Cardiovascular – Heart Failure,chemical,"ADRB1, ADRA1A",0.06,25MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Carvedilol,CARVEDILOL,Hypertension,Cardiovascular – Heart Failure,chemical,"ADRB1, ADRA1A",0.06,25MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Carvedilol,CARVEDILOL,Myocardial infarction (risk reduction),Cardiovascular – Heart Failure,chemical,"ADRB1, ADRA1A",0.06,25MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Carvedilol Phosphate,CARVEDILOL PHOSPHATE,Heart failure,Cardiovascular – Heart Failure,chemical,"ADRB1, ADRA1A",0.00,80MG oral,Once daily,Indefinite (lifelong maintenance)
Orange Book,Carvedilol Phosphate,CARVEDILOL PHOSPHATE,Hypertension,Cardiovascular – Heart Failure,chemical,"ADRB1, ADRA1A",0.00,80MG oral,Once daily,Indefinite (lifelong maintenance)
Orange Book,Carvedilol Phosphate,CARVEDILOL PHOSPHATE,Myocardial infarction (risk reduction),Cardiovascular – Heart Failure,chemical,"ADRB1, ADRA1A",0.00,80MG oral,Once daily,Indefinite (lifelong maintenance)
Orange Book,Cedazuridine; Decitabine,INQOVI,Myelodysplastic syndromes,Infectious – Other,chemical,"CDA, DNMT3A, DNMT1",0.00,100MG; 35MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Cedazuridine; Decitabine,INQOVI,Anemia,Infectious – Other,chemical,"CDA, DNMT3A, DNMT1",0.00,100MG; 35MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Ceritinib,ZYKADIA,Non-small cell lung cancer,Oncology – Hematologic,chemical,"ALK, ALK, ALK",,150MG oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Ceritinib,ZYKADIA,Small cell lung cancer,Oncology – Hematologic,chemical,"ALK, ALK, ALK",,150MG oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Ceritinib,ZYKADIA,Lymphoma,Oncology – Hematologic,chemical,"ALK, ALK, ALK",,150MG oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Chlorambucil,LEUKERAN,Lymphoma,Oncology – Hematologic,chemical,DNA inhibitor,,2MG oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Chloroquine Phosphate,CHLOROQUINE PHOSPHATE,Autoimmune disease,Autoimmune – Rheumatology,chemical,Ferriprotoporphyrin IX inhibitor,,250MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Chlorothiazide Sodium,CHLOROTHIAZIDE SODIUM,Heart failure,Cardiovascular – Heart Failure,chemical,SLC12A3,,500MG BASE/VIAL,As directed,Indefinite (lifelong maintenance)
Orange Book,Chlorpromazine Hydrochloride,CHLORPROMAZINE HYDROCHLORIDE,Schizophrenia,Psychiatry – Psychotic,chemical,"HTR2A, DRD2",,200MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Chlorpromazine Hydrochloride,CHLORPROMAZINE HYDROCHLORIDE,Nausea / vomiting,Psychiatry – Psychotic,chemical,"HTR2A, DRD2",,200MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Chlorthalidone,CHLORTHALIDONE,Heart failure,Psychiatry – Other,chemical,SLC12A3,0.00,25MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Cholestyramine,CHOLESTYRAMINE,Dyslipidemia / hypercholesterolemia,Endocrinology – Lipid,polymer,Bile acids sequestering agent,0.00,4GM RESIN/PACKET oral,Once daily,Indefinite (lifelong maintenance)
Orange Book,Cholestyramine,CHOLESTYRAMINE,Hypertriglyceridemia,Endocrinology – Lipid,polymer,Bile acids sequestering agent,0.00,4GM RESIN/PACKET oral,Once daily,Indefinite (lifelong maintenance)
Orange Book,Choline Fenofibrate,FENOFIBRIC ACID,Dyslipidemia / hypercholesterolemia,Endocrinology – Lipid,chemical,PPARA,,45MG FENOFIBRIC ACID oral,Once daily,Indefinite (lifelong maintenance)
Orange Book,Choline Fenofibrate,FENOFIBRIC ACID,Hypertriglyceridemia,Endocrinology – Lipid,chemical,PPARA,,45MG FENOFIBRIC ACID oral,Once daily,Indefinite (lifelong maintenance)
Orange Book,Ciclesonide,ALVESCO,Allergic rhinitis,Respiratory – Allergy,chemical,NR3C1,0.04,0.05MG/SPRAY nasal,Once daily,Indefinite (lifelong maintenance)
Orange Book,Cilastatin Sodium; Imipenem,IMIPENEM AND CILASTATIN,Dyslipidemia,Endocrinology – Lipid,chemical,"DPEP1, dacB",0.00,500MG BASE/VIAL; 500MG/VIAL IV,Once daily,Indefinite (lifelong maintenance)
Orange Book,Cilastatin Sodium; Imipenem,IMIPENEM AND CILASTATIN,CV risk reduction,Endocrinology – Lipid,chemical,"DPEP1, dacB",0.00,500MG BASE/VIAL; 500MG/VIAL IV,Once daily,Indefinite (lifelong maintenance)
Orange Book,Cilastatin Sodium; Imipenem; Relebactam,RECARBRIO,Hypertension,Endocrinology – Lipid,chemical,"DPEP1, dacB, bla, bla, ampC, blaUOE-1",0.00,500MG BASE/VIAL; 500MG/VIAL … IV,Once daily,Indefinite (lifelong maintenance)
Orange Book,Cilastatin Sodium; Imipenem; Relebactam,RECARBRIO,Heart failure,Endocrinology – Lipid,chemical,"DPEP1, dacB, bla, bla, ampC, blaUOE-1",0.00,500MG BASE/VIAL; 500MG/VIAL … IV,Once daily,Indefinite (lifelong maintenance)
Orange Book,Cilastatin Sodium; Imipenem; Relebactam,RECARBRIO,Diabetic nephropathy,Endocrinology – Lipid,chemical,"DPEP1, dacB, bla, bla, ampC, blaUOE-1",0.00,500MG BASE/VIAL; 500MG/VIAL … IV,Once daily,Indefinite (lifelong maintenance)
Orange Book,Cilostazol,CILOSTAZOL,Cardiovascular disease,Cardiovascular – Other,chemical,PDE3A,0.00,50MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Cimetidine,CIMETIDINE,GERD,Gastroenterology – Acid-Related,chemical,HRH2,0.00,200MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Cimetidine,CIMETIDINE,Peptic ulcer disease,Gastroenterology – Acid-Related,chemical,HRH2,0.00,200MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Cimetidine Hydrochloride,CIMETIDINE HYDROCHLORIDE,GERD,Gastroenterology – Acid-Related,chemical,HRH2,,300MG BASE/5ML oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Cimetidine Hydrochloride,CIMETIDINE HYDROCHLORIDE,Peptic ulcer disease,Gastroenterology – Acid-Related,chemical,HRH2,,300MG BASE/5ML oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Cinacalcet Hydrochloride,CINACALCET HYDROCHLORIDE,Mineral / vitamin D disorder,Endocrinology – Metabolic,chemical,CASR,0.08,30MG BASE oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Cinacalcet Hydrochloride,CINACALCET HYDROCHLORIDE,Chronic kidney disease,Endocrinology – Metabolic,chemical,CASR,0.08,30MG BASE oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Citalopram Hydrobromide,CELEXA,Major depressive disorder,Psychiatry – Mood,chemical,SLC6A4,0.05,40MG BASE oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Cladribine,CLADRIBINE,Multiple sclerosis,Neurology – Demyelinating,chemical,DNA inhibitor,0.06,10MG oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Clevidipine,CLEVIPREX,Hypertension,Cardiovascular – Hypertension,chemical,CACNA1C,0.00,50MG/100ML (0.5MG/mL) IV,As directed,Indefinite (lifelong maintenance)
Orange Book,Clobazam,CLOBAZAM,Epilepsy / seizures,Neurology – Epilepsy,chemical,GABRA1,0.20,20MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Clobetasol Propionate,BYQLOVI,Skin disorder,Dermatology – General,chemical,NR3C1,0.06,0.05% ophthalmic,As directed,Indefinite (lifelong maintenance)
Orange Book,Clofarabine,CLOFARABINE,Acute lymphoblastic leukemia,Oncology – Hematologic,chemical,"RRM1, POLA1",,20MG/20ML (1MG/mL) IV,As directed,Long-term (until progression / disease control)
Orange Book,Clomipramine Hydrochloride,ANAFRANIL,Obsessive-compulsive disorder,Psychiatry – Anxiety,chemical,SLC6A4,,75MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Clonazepam,CLONAZEPAM,Panic disorder,Psychiatry – Anxiety,chemical,GABRA1,0.08,2MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Clonidine,CATAPRES-TTS-1,Hypertension,Cardiovascular – Hypertension,chemical,ADRA2A,0.13,0.3MG/24HR transdermal,Once weekly,Indefinite (lifelong maintenance)
Orange Book,Clonidine Hydrochloride,CLONIDINE HYDROCHLORIDE,Hypertension,Cardiovascular – Hypertension,chemical,ADRA2A,0.00,0.1MG/mL oral,Once daily,Indefinite (lifelong maintenance)
Orange Book,Clopidogrel Bisulfate,CLOPIDOGREL BISULFATE,Angina,Cardiovascular – Thrombosis,chemical,P2RY12,0.00,300MG BASE oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Clopidogrel Bisulfate,CLOPIDOGREL BISULFATE,Myocardial infarction (risk reduction),Cardiovascular – Thrombosis,chemical,P2RY12,0.00,300MG BASE oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Clopidogrel Bisulfate,CLOPIDOGREL BISULFATE,Stroke (risk reduction),Cardiovascular – Thrombosis,chemical,P2RY12,0.00,300MG BASE oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Clozapine,CLOZAPINE,Schizophrenia,Psychiatry – Psychotic,chemical,"HTR2A, DRD2",0.07,100MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Clozapine,CLOZAPINE,Epilepsy / seizures,Psychiatry – Psychotic,chemical,"HTR2A, DRD2",0.07,100MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Cobicistat; Darunavir; Emtricitabine; Tenofovir Alafenamide Fumarate,SYMTUZA,HIV infection,Infectious – HIV,chemical,"CYP3A4, pol",0.68,150MG; 800MG … oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Alafenamide Fumarate,GENVOYA,HIV infection,Infectious – HIV,chemical,"CYP3A4, pol",0.98,150MG; 150MG … oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Disoproxil Fumarate,STRIBILD,HIV infection,Infectious – HIV,chemical,"CYP3A4, pol",0.05,150MG; 150MG … oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Cobimetinib Fumarate,COTELLIC,Melanoma,Oncology – Solid Tumor,chemical,"MAP2K1, MAP2K2",0.00,20MG BASE oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Colesevelam Hydrochloride,COLESEVELAM HYDROCHLORIDE,Familial hypercholesterolemia,Endocrinology – Lipid,polymer,Bile acids sequestering agent,0.00,625MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Colesevelam Hydrochloride,COLESEVELAM HYDROCHLORIDE,Dyslipidemia / hypercholesterolemia,Endocrinology – Lipid,polymer,Bile acids sequestering agent,0.00,625MG oral,Once or twice daily,Indefinite (lifelong maintenance)
